transaction_id,source,department,co2_kg,date
218,Purchase,Operations,97.23,2026-08-05
219,Purchase,Finance,55.36,2026-01-18
220,Manufacturing,Procurement,87.07,2026-07-09
221,Fleet,HR,69.82,2026-01-14
222,Travel,Manufacturing,65.4,2026-01-03
223,Manufacturing,Engineering,35.16,2026-03-25
224,Electricity,Finance,45.56,2026-07-15
225,Manufacturing,Finance,10.55,2026-11-28
226,Purchase,Logistics,78.77,2026-06-04
227,Electricity,Finance,63.93,2026-12-08
228,Fleet,Engineering,117.44,2026-08-22
229,Water,Finance,64.3,2026-04-08
230,Manufacturing,Sales,19.46,2026-04-24
231,Fleet,Engineering,97.33,2026-07-20
232,Fleet,HR,25.52,2026-02-20
233,Fleet,Operations,72.14,2026-12-28
234,Fleet,HR,89.12,2026-07-15
235,Electricity,HR,90.77,2026-01-05
236,Purchase,Procurement,28.87,2026-12-19
237,Travel,Sales,29.19,2026-03-22
238,Purchase,HR,50.21,2026-05-02
239,Purchase,Logistics,75.49,2026-07-18
240,Manufacturing,Engineering,116.7,2026-11-22
241,Manufacturing,Sales,83.86,2026-07-05
242,Travel,Finance,22.88,2026-09-16
243,Electricity,HR,36.79,2026-12-05
244,Manufacturing,Engineering,67.92,2026-07-18
245,Purchase,Logistics,47.22,2026-05-07
246,Travel,Manufacturing,110.74,2026-06-03
247,Purchase,HR,7.13,2026-07-22
248,Purchase,Engineering,104.96,2026-04-26
249,Purchase,HR,58.05,2026-06-10
250,Fleet,HR,112.52,2026-12-04
251,Water,Operations,109.82,2026-12-20
252,Water,HR,48.2,2026-04-18
253,Travel,Procurement,46.3,2026-09-21
254,Travel,Procurement,32.13,2026-09-16
255,Manufacturing,Manufacturing,96.54,2026-12-16
256,Travel,HR,45.11,2026-07-02
257,Purchase,HR,89.21,2026-01-09
258,Purchase,Finance,36.13,2026-04-11
259,Electricity,Finance,68.8,2026-04-16
260,Purchase,Sales,31.62,2026-08-24
261,Water,Operations,55.84,2026-12-26
262,Travel,Logistics,17.66,2026-09-16
263,Electricity,Engineering,63.35,2026-02-27
264,Water,Engineering,91.96,2026-07-05
265,Water,HR,9.09,2026-03-01
266,Electricity,Operations,45.41,2026-10-21
267,Water,Operations,79.45,2026-01-01
268,Purchase,Finance,2.41,2026-09-24
269,Travel,Procurement,3.04,2026-12-22
270,Manufacturing,Logistics,13.73,2026-02-17
271,Electricity,HR,23.84,2026-09-09
272,Travel,Procurement,95.6,2026-02-12
273,Manufacturing,Operations,68.24,2026-12-08
274,Travel,Manufacturing,78.79,2026-11-25
275,Fleet,Manufacturing,49.23,2026-07-18
276,Manufacturing,Engineering,76.77,2026-12-06
277,Fleet,Operations,101.59,2026-11-26
278,Travel,Manufacturing,107.48,2026-01-08
279,Electricity,Operations,33.26,2026-02-22
280,Travel,Engineering,22.34,2026-06-01
281,Electricity,Logistics,90.52,2026-12-27
282,Manufacturing,Manufacturing,36.61,2026-10-08
283,Purchase,Finance,81.57,2026-09-11
284,Manufacturing,Logistics,95.07,2026-12-24
285,Fleet,Sales,7.39,2026-07-08
286,Fleet,Sales,73.02,2026-10-20
287,Manufacturing,Sales,4.53,2026-05-26
288,Manufacturing,Operations,28.15,2026-09-13
289,Manufacturing,Logistics,81.88,2026-11-13
290,Fleet,Procurement,95.97,2026-12-03
291,Fleet,Procurement,19.35,2026-12-26
292,Water,Logistics,89.02,2026-06-12
293,Fleet,Manufacturing,1.62,2026-05-15
294,Travel,Procurement,13.17,2026-02-06
295,Manufacturing,Operations,67.28,2026-09-14
296,Fleet,Engineering,11.66,2026-09-03
297,Purchase,Sales,103.78,2026-01-10
298,Manufacturing,Finance,93.72,2026-12-18
299,Electricity,Logistics,82.55,2026-03-05
300,Travel,Procurement,32.94,2026-03-03
301,Electricity,Finance,33.84,2026-05-16
302,Fleet,Sales,30.95,2026-04-24
303,Water,Operations,71.66,2026-04-15
304,Fleet,Logistics,37.25,2026-07-11
305,Purchase,Finance,96.69,2026-06-15
306,Travel,Finance,98.04,2026-11-20
307,Electricity,Procurement,39.16,2026-12-07
308,Manufacturing,Sales,22.14,2026-07-11
309,Travel,Operations,116.16,2026-04-11
310,Manufacturing,Procurement,98.16,2026-07-12
311,Fleet,HR,71.48,2026-09-06
312,Water,Engineering,114.41,2026-08-23
313,Electricity,Operations,95.92,2026-12-03
314,Manufacturing,Operations,17.56,2026-05-08
315,Travel,Logistics,86.11,2026-07-03
316,Manufacturing,Operations,70.29,2026-09-17
317,Water,Finance,65.69,2026-06-23
318,Purchase,Manufacturing,14.01,2026-04-22
319,Water,Sales,20.79,2026-10-02
320,Purchase,Finance,116.05,2026-06-26
321,Manufacturing,Manufacturing,2.26,2026-05-08
322,Purchase,HR,54.05,2026-07-15
323,Water,Logistics,42.05,2026-01-16
324,Fleet,Procurement,50.5,2026-02-04
325,Water,Logistics,42.45,2026-06-15
326,Electricity,Operations,42.45,2026-02-15
327,Water,Operations,38.95,2026-05-02
328,Water,Manufacturing,3.69,2026-06-21
329,Fleet,Logistics,111.66,2026-12-08
330,Purchase,Logistics,66.68,2026-06-18
331,Manufacturing,Operations,28.59,2026-07-21
332,Electricity,Logistics,77.22,2026-07-13
333,Fleet,HR,54.5,2026-07-13
334,Fleet,HR,25.49,2026-12-26
335,Fleet,Manufacturing,96.14,2026-09-06
336,Travel,Sales,24.45,2026-02-09
337,Water,Operations,63.8,2026-11-11
338,Purchase,Finance,73.75,2026-10-04
339,Travel,Sales,101.62,2026-10-06
340,Water,Procurement,110.32,2026-10-03
341,Water,Logistics,38.27,2026-04-10
342,Fleet,Logistics,45.42,2026-03-17
343,Manufacturing,Finance,71.97,2026-10-13
344,Manufacturing,Logistics,58.91,2026-09-23
345,Water,Logistics,67.03,2026-08-10
346,Electricity,Logistics,38.44,2026-08-20
347,Fleet,Sales,114.27,2026-08-05
348,Electricity,Finance,115.7,2026-09-21
349,Manufacturing,Finance,82.48,2026-07-23
350,Manufacturing,Operations,20.9,2026-10-01
351,Electricity,Procurement,4.89,2026-04-18
352,Travel,Logistics,93.91,2026-10-24
353,Manufacturing,Manufacturing,69.15,2026-05-25
354,Purchase,Sales,65.5,2026-01-25
355,Water,Operations,66.02,2026-07-04
356,Water,HR,36.43,2026-01-15
357,Travel,Sales,103.6,2026-02-15
358,Fleet,HR,25.98,2026-12-19
359,Water,Sales,103.46,2026-10-21
360,Manufacturing,Logistics,74.32,2026-04-27
361,Electricity,Engineering,68.84,2026-09-09
362,Purchase,Logistics,39.51,2026-12-10
363,Travel,Procurement,114.34,2026-09-22
364,Fleet,Logistics,115.57,2026-07-02
365,Travel,Logistics,84.47,2026-03-08
366,Electricity,Sales,99.59,2026-11-13
367,Manufacturing,Logistics,69.71,2026-05-21
368,Manufacturing,Finance,54.79,2026-11-26
369,Fleet,Finance,62.36,2026-05-23
370,Travel,Operations,114.08,2026-06-19
371,Fleet,Manufacturing,87.98,2026-08-21
372,Water,Sales,102.16,2026-09-13
373,Electricity,Finance,99.16,2026-08-09
374,Travel,Procurement,41.19,2026-10-05
375,Purchase,Operations,94.81,2026-11-25
376,Fleet,Engineering,12.85,2026-08-01
377,Fleet,Logistics,53.51,2026-01-14
378,Electricity,Logistics,105.98,2026-05-06
379,Travel,Manufacturing,78.9,2026-05-03
380,Travel,Logistics,7.16,2026-11-10
381,Water,HR,52.08,2026-02-23
382,Fleet,Engineering,26.4,2026-02-05
383,Purchase,HR,62.81,2026-08-01
384,Fleet,Sales,98.24,2026-07-23
385,Electricity,Operations,9.43,2026-07-03
386,Water,Manufacturing,13.28,2026-06-10
387,Electricity,Finance,93.04,2026-03-21
388,Water,Logistics,9.14,2026-10-01
389,Purchase,Logistics,53.37,2026-12-07
390,Water,Logistics,110.47,2026-10-22
391,Manufacturing,HR,11.32,2026-02-05
392,Fleet,Finance,42.83,2026-07-11
393,Electricity,HR,33.96,2026-02-08
394,Purchase,Procurement,93.7,2026-12-01
395,Water,Procurement,25.45,2026-10-17
396,Electricity,Finance,36.17,2026-01-26
397,Electricity,Operations,46.92,2026-04-16
398,Water,Manufacturing,63.87,2026-01-12
399,Travel,Logistics,47.03,2026-10-14
400,Travel,Logistics,91.76,2026-02-01
401,Purchase,Manufacturing,2.64,2026-04-02
402,Fleet,Finance,61.29,2026-11-23
403,Purchase,Finance,51.41,2026-07-03
404,Water,Logistics,34.02,2026-05-03
405,Purchase,HR,116.94,2026-03-18
406,Travel,Finance,70.79,2026-11-22
407,Water,Manufacturing,37.91,2026-07-24
408,Electricity,Engineering,30.09,2026-07-04
409,Manufacturing,Engineering,37.81,2026-12-22
410,Water,Logistics,15.21,2026-12-05
411,Water,Engineering,20.5,2026-06-17
412,Purchase,Procurement,20.87,2026-03-24
413,Travel,Manufacturing,92.8,2026-01-11
414,Manufacturing,Procurement,63.34,2026-05-23
415,Purchase,Manufacturing,60.04,2026-09-12
416,Fleet,Operations,103.26,2026-03-12
417,Electricity,Procurement,93.03,2026-10-22
418,Water,Manufacturing,28.18,2026-09-01
419,Fleet,Engineering,30.1,2026-08-12
420,Manufacturing,Logistics,22.3,2026-01-18
421,Water,Finance,27.72,2026-04-14
422,Water,Sales,33.28,2026-02-19
423,Travel,Manufacturing,60.74,2026-01-06
424,Electricity,Engineering,114.54,2026-02-15
425,Travel,Procurement,39.95,2026-09-15
426,Fleet,Sales,24.88,2026-10-26
427,Travel,HR,56.21,2026-10-16
428,Electricity,HR,18.92,2026-07-01
429,Electricity,Sales,76.68,2026-12-01
430,Travel,Engineering,91.31,2026-07-28
431,Water,Procurement,13.37,2026-09-08
432,Manufacturing,Operations,115.38,2026-03-23
433,Travel,Manufacturing,6.22,2026-04-28
434,Purchase,Finance,84.4,2026-06-15
435,Water,Manufacturing,70.11,2026-09-05
436,Water,Finance,9.9,2026-10-02
437,Manufacturing,Logistics,29.18,2026-05-28
438,Travel,Finance,84.39,2026-12-11
439,Travel,Operations,33.36,2026-02-07
440,Electricity,Manufacturing,19.49,2026-03-15
441,Manufacturing,Sales,49.37,2026-09-12
442,Electricity,Operations,37.69,2026-05-28
443,Fleet,Manufacturing,19.76,2026-11-10
444,Water,Engineering,26.59,2026-06-05
445,Fleet,HR,116.24,2026-07-17
446,Fleet,Procurement,31.96,2026-03-01
447,Manufacturing,Operations,67.16,2026-09-08
448,Fleet,Operations,13.13,2026-03-04
449,Fleet,Engineering,99.81,2026-04-05
450,Electricity,Finance,45.3,2026-11-21
451,Fleet,Procurement,110.17,2026-02-01
452,Fleet,HR,108.4,2026-08-26
453,Electricity,Manufacturing,108.7,2026-06-04
454,Fleet,Operations,7.03,2026-10-14
455,Water,Finance,60.04,2026-07-22
456,Manufacturing,Logistics,43.12,2026-03-09
457,Travel,Operations,106.13,2026-01-20
458,Purchase,HR,78.03,2026-08-14
459,Purchase,Operations,8.26,2026-05-13
460,Electricity,Finance,24.74,2026-09-08
461,Water,Engineering,118.74,2026-12-12
462,Manufacturing,Operations,41.94,2026-10-17
463,Travel,Finance,33.18,2026-01-11
464,Purchase,HR,4.49,2026-05-02
465,Manufacturing,Sales,92.25,2026-04-06
466,Fleet,HR,79.17,2026-05-18
467,Water,Engineering,91.92,2026-04-19
468,Manufacturing,Sales,112.29,2026-03-06
469,Electricity,Sales,96.94,2026-12-12
470,Purchase,Engineering,84.71,2026-06-19
471,Purchase,Logistics,68.01,2026-04-27
472,Manufacturing,Procurement,21.89,2026-01-03
473,Fleet,HR,72.6,2026-01-17
474,Manufacturing,Engineering,40.48,2026-10-07
475,Electricity,Sales,86.32,2026-06-02
476,Fleet,Logistics,70.81,2026-03-25
477,Fleet,Sales,115.31,2026-06-23
478,Water,Finance,70.74,2026-06-10
479,Travel,Logistics,117.13,2026-12-14
480,Water,Operations,78.25,2026-03-23
481,Purchase,Sales,27.57,2026-10-27
482,Electricity,Finance,37.51,2026-12-10
483,Electricity,Logistics,87.73,2026-12-19
484,Manufacturing,Engineering,22.67,2026-06-26
485,Purchase,HR,77.12,2026-02-16
486,Electricity,Sales,89.7,2026-04-12
487,Travel,Logistics,76.71,2026-02-27
488,Water,Sales,54.15,2026-05-07
489,Electricity,Manufacturing,42.71,2026-02-24
490,Fleet,Engineering,46.93,2026-12-14
491,Electricity,Finance,59.68,2026-07-12
492,Purchase,Finance,13.07,2026-08-26
493,Purchase,HR,20.36,2026-02-26
494,Fleet,Procurement,3.39,2026-05-04
495,Fleet,Sales,21.24,2026-07-06
496,Water,Manufacturing,66.1,2026-02-11
497,Purchase,Operations,84.84,2026-07-21
498,Electricity,Finance,19.7,2026-02-11
499,Electricity,HR,49.7,2026-09-24
500,Water,Procurement,79.61,2026-05-08
501,Fleet,Engineering,47.76,2026-09-27
502,Manufacturing,Logistics,7.49,2026-01-14
503,Fleet,Procurement,99.04,2026-11-20
504,Manufacturing,HR,12.54,2026-04-06
505,Water,Procurement,117.27,2026-08-28
506,Fleet,Procurement,94.4,2026-08-16
507,Water,Procurement,11.85,2026-09-13
508,Electricity,Sales,106.37,2026-06-06
509,Manufacturing,Engineering,32.33,2026-08-09
510,Electricity,Procurement,68.15,2026-03-25
511,Water,Manufacturing,11.2,2026-06-26
512,Purchase,Finance,116.51,2026-10-08
513,Purchase,Engineering,101.05,2026-09-14
514,Purchase,Operations,69.15,2026-04-16
515,Travel,Manufacturing,47.98,2026-12-02
516,Purchase,Logistics,15.31,2026-08-06
517,Electricity,HR,97.21,2026-03-02
518,Manufacturing,Manufacturing,118.61,2026-07-07
519,Water,Logistics,100.26,2026-05-11
520,Water,Manufacturing,11.36,2026-09-13
521,Purchase,Sales,102.94,2026-09-15
522,Fleet,Finance,14.39,2026-03-05
523,Purchase,Manufacturing,111.07,2026-10-25
524,Fleet,Procurement,104.23,2026-06-14
525,Travel,Finance,78.92,2026-10-20
526,Manufacturing,Engineering,21.49,2026-07-05
527,Purchase,Finance,5.62,2026-06-23
528,Electricity,Engineering,89.74,2026-05-12
529,Fleet,Sales,98.27,2026-05-10
530,Travel,Operations,103.13,2026-11-04
531,Electricity,Logistics,36.76,2026-12-15
532,Travel,Procurement,87.73,2026-10-21
533,Fleet,HR,53.56,2026-07-24
534,Manufacturing,Sales,98.7,2026-09-26
535,Electricity,Manufacturing,38.02,2026-09-13
536,Electricity,Engineering,21.67,2026-04-27
537,Fleet,HR,4.94,2026-01-12
538,Water,HR,33.6,2026-08-17
539,Manufacturing,Manufacturing,82.06,2026-04-12
540,Manufacturing,Operations,22.13,2026-08-19
541,Purchase,Sales,41.97,2026-05-24
542,Water,Manufacturing,34.92,2026-07-02
543,Electricity,HR,103.0,2026-11-08
544,Water,HR,33.02,2026-07-17
545,Fleet,Engineering,57.42,2026-03-21
546,Electricity,Engineering,27.63,2026-10-26
547,Travel,Procurement,51.43,2026-07-28
548,Travel,Operations,30.99,2026-08-10
549,Water,Finance,70.55,2026-01-17
550,Water,Sales,67.81,2026-10-20
551,Travel,Procurement,82.45,2026-08-03
552,Travel,Procurement,77.23,2026-05-09
553,Water,Procurement,23.41,2026-09-25
554,Electricity,Engineering,96.85,2026-10-13
555,Water,Sales,82.01,2026-12-01
556,Water,Operations,119.7,2026-05-14
557,Manufacturing,Finance,88.67,2026-10-23
558,Purchase,HR,41.84,2026-12-08
559,Water,Operations,108.88,2026-11-12
560,Purchase,Procurement,101.6,2026-11-18
561,Electricity,Procurement,12.61,2026-03-24
562,Travel,Logistics,113.68,2026-06-21
563,Fleet,HR,43.28,2026-12-28
564,Travel,Finance,94.78,2026-06-12
565,Travel,Procurement,56.19,2026-02-16
566,Fleet,Manufacturing,57.19,2026-04-17
567,Fleet,Finance,64.05,2026-07-02
568,Electricity,Logistics,119.09,2026-06-14
569,Purchase,Operations,18.04,2026-12-06
570,Fleet,Operations,40.58,2026-03-11
571,Water,Engineering,1.56,2026-05-07
572,Electricity,Logistics,59.26,2026-02-05
573,Purchase,Finance,76.39,2026-07-14
574,Manufacturing,Finance,1.56,2026-09-07
575,Water,Sales,114.06,2026-06-25
576,Purchase,HR,3.13,2026-01-21
577,Water,HR,27.93,2026-06-10
578,Electricity,Manufacturing,46.64,2026-10-10
579,Electricity,Manufacturing,99.04,2026-05-10
580,Manufacturing,Sales,52.61,2026-11-05
581,Travel,Operations,43.75,2026-04-06
582,Manufacturing,Engineering,28.18,2026-12-05
583,Electricity,Engineering,71.17,2026-03-04
584,Travel,Engineering,45.65,2026-11-09
585,Purchase,Engineering,71.68,2026-01-22
586,Fleet,Engineering,6.74,2026-02-14
587,Manufacturing,Finance,15.71,2026-05-16
588,Water,Logistics,25.45,2026-11-21
589,Fleet,Procurement,51.08,2026-02-22
590,Purchase,Procurement,75.11,2026-12-05
591,Manufacturing,Manufacturing,61.88,2026-10-04
592,Travel,Manufacturing,94.39,2026-08-07
593,Purchase,HR,93.58,2026-09-07
594,Travel,Finance,36.15,2026-01-18
595,Manufacturing,HR,82.9,2026-08-11
596,Electricity,Engineering,2.52,2026-02-04
597,Purchase,Operations,18.75,2026-02-25
598,Purchase,Manufacturing,87.1,2026-02-09
599,Water,HR,55.35,2026-05-09
600,Manufacturing,Engineering,12.88,2026-03-28
